especie,Date,apertura,maximo,minimo,Close,volumen,timestamp
CEDEARWMT,2020-07-02,2200,2239.5,2176,2210.5,8622,1593658800
CEDEARWMT,2020-07-03,2250,2280.5,2225,2273.25,1248,1593745200
CEDEARWMT,2020-07-06,2273,2273,2126.5,2151.75,3966,1594004400
CEDEARWMT,2020-07-07,2175,2324.5,2152.5,2307.75,8958,1594090800
CEDEARWMT,2020-07-08,2310,2341,2280,2295,4248,1594177200
CEDEARWMT,2020-07-13,2325,2435.75,2325,2352.5,3792,1594609200
CEDEARWMT,2020-07-14,2375,2475,2375,2467.5,3366,1594695600
CEDEARWMT,2020-07-15,2490.75,2540,2475,2488.25,4986,1594782000
CEDEARWMT,2020-07-16,2490,2557,2481,2554.25,10350,1594868400
CEDEARWMT,2020-07-17,2575,2598,2525,2578.5,8718,1594954800
CEDEARWMT,2020-07-20,2625,2645,2570.25,2620,3366,1595214000
CEDEARWMT,2020-07-21,2649,2660,2622.5,2638.75,3462,1595300400
CEDEARWMT,2020-07-22,2650,2650,2550,2607,4710,1595386800
CEDEARWMT,2020-07-23,2624.5,2624.5,2500,2524.75,4194,1595473200
CEDEARWMT,2020-07-24,2537.5,2579.5,2484.75,2579.5,9882,1595559600
CEDEARWMT,2020-07-27,2550,2600,2505,2583,7944,1595818800
CEDEARWMT,2020-07-28,2585,2610,2545.75,2609,2166,1595905200
CEDEARWMT,2020-07-29,2610,2610,2537.5,2600,2244,1595991600
CEDEARWMT,2020-07-30,2600,2660.25,2510,2622,2694,1596078000
CEDEARWMT,2020-07-31,2650,2674.5,2600,2658.5,2850,1596164400
CEDEARWMT,2020-08-03,2675,2743,2620.5,2637.5,6888,1596423600
CEDEARWMT,2020-08-04,2640,2660.5,2500,2655,5466,1596510000
CEDEARWMT,2020-08-05,2649,2649,2550,2606.75,2802,1596596400
CEDEARWMT,2020-08-06,2625,2675,2606.75,2662.75,2112,1596682800
CEDEARWMT,2020-08-07,2662.75,2769.75,2620,2757.75,4482,1596769200
CEDEARWMT,2020-08-10,2757.75,2847.5,2732,2834.25,3096,1597028400
CEDEARWMT,2020-08-11,2850,2850,2773.75,2817.5,3342,1597114800
CEDEARWMT,2020-08-12,2820,2920,2820,2909.75,4980,1597201200
CEDEARWMT,2020-08-13,2910,2910,2830.5,2870,3984,1597287600
CEDEARWMT,2020-08-14,2909.5,2910,2774.5,2856,8592,1597374000
CEDEARWMT,2020-08-18,2949.5,2950,2792.75,2922.5,11760,1597719600
CEDEARWMT,2020-08-19,2925,2925,2800.75,2912.25,3828,1597806000
CEDEARWMT,2020-08-20,2924.5,2932.5,2850.5,2909.25,4718,1597892400
CEDEARWMT,2020-08-21,2955,2957,2850,2955,2270,1597978800
CEDEARWMT,2020-08-24,2941,2942.5,2880,2928.5,3682,1598238000
CEDEARWMT,2020-08-25,2935,2938.75,2829.5,2897.5,5314,1598324400
CEDEARWMT,2020-08-26,2875,2900,2728.25,2795.75,4926,1598410800
CEDEARWMT,2020-08-27,2825,2915.75,2785,2872.25,6602,1598497200
CEDEARWMT,2020-08-28,2950,3025,2827.5,2995.5,7520,1598583600
CEDEARWMT,2020-08-31,2995,2995,2850,2972,4606,1598842800
CEDEARWMT,2020-09-01,3025,3173,3025,3144,15776,1598929200
CEDEARWMT,2020-09-02,3160,3160,3067.5,3103.25,4936,1599015600
CEDEARWMT,2020-09-03,3149,3161.5,2939.25,2982.5,12826,1599102000
CEDEARWMT,2020-09-04,2982.5,3052.5,2831.75,3026.5,5580,1599188400
CEDEARWMT,2020-09-07,3000,3085,2940,2952.25,1224,1599447600
CEDEARWMT,2020-09-08,2862.75,2960,2850,2862.75,4356,1599534000
CEDEARWMT,2020-09-09,2866.5,3004.5,2866.5,2974.75,6278,1599620400
CEDEARWMT,2020-09-10,3065.5,3065.5,2930,2958.25,7204,1599706800
CEDEARWMT,2020-09-11,2995.75,2995.75,2925,2947.5,4452,1599793200
CEDEARWMT,2020-09-14,2975,3027.5,2926.25,2984.75,3824,1600052400
CEDEARWMT,2020-09-15,2990,3043.5,2911.75,2957.25,3976,1600138800
CEDEARWMT,2020-09-16,3080,3134.75,2951.5,3050,8158,1600225200
CEDEARWMT,2020-09-17,3073.5,3075,2975,3015,2844,1600311600
CEDEARWMT,2020-09-18,3025,3095,2999.5,3085,5588,1600398000
CEDEARWMT,2020-09-21,3110,3255.5,3082.75,3234.75,10968,1600657200
CEDEARWMT,2020-09-22,3231,3422,3142.25,3400,9890,1600743600
CEDEARWMT,2020-09-23,3460,3474.5,3351.25,3430.5,13264,1600830000
CEDEARWMT,2020-09-24,3450,3489.5,3195,3285,9204,1600916400
CEDEARWMT,2020-09-25,3350,3353.25,3250.5,3350,13214,1601002800
CEDEARWMT,2020-09-28,3397.5,3397.5,3275.5,3350,11136,1601262000
CEDEARWMT,2020-09-29,3350,3410,3324.5,3391.5,13360,1601348400
CEDEARWMT,2020-09-30,3400,3498,3400,3410,11034,1601434800
CEDEARWMT,2020-10-01,3432.25,3550,3432.25,3532.5,15716,1601521200
CEDEARWMT,2020-10-02,3537.5,3582.5,3445.5,3545,14390,1601607600
CEDEARWMT,2020-10-05,3540.75,3661,3540.75,3615,12714,1601866800
CEDEARWMT,2020-10-06,3608.75,3672.5,3572,3598.5,12330,1601953200
CEDEARWMT,2020-10-07,3597.5,3636.75,3550.25,3600,10724,1602039600
CEDEARWMT,2020-10-08,3650,3650,3587.5,3616.25,9464,1602126000
CEDEARWMT,2020-10-09,3685,3750,3657.25,3750,14738,1602212400
CEDEARWMT,2020-10-13,3775,3940,3775,3940,15976,1602558000
CEDEARWMT,2020-10-14,3928,3985.5,3859,3985,17114,1602644400
CEDEARWMT,2020-10-15,3995.5,4169.5,3989,4109.5,14684,1602730800
CEDEARWMT,2020-10-16,4150,4217.5,4032.5,4050.5,20050,1602817200
CEDEARWMT,2020-10-19,4050.5,4138.25,3909.75,3959,15028,1603076400
CEDEARWMT,2020-10-20,3995,4137.5,3871,4075,15762,1603162800
CEDEARWMT,2020-10-21,4130.5,4422.75,4114.5,4375,13466,1603249200
CEDEARWMT,2020-10-22,4370,4507,4280,4500,19016,1603335600
CEDEARWMT,2020-10-23,4520,4800,4236,4395,14934,1603422000
CEDEARWMT,2020-10-26,4288,4300,3894,4020,10615,1603681200
CEDEARWMT,2020-10-27,3950,4076,3856.5,3980,8931,1603767600
CEDEARWMT,2020-10-28,3915,3915,3675,3705,17277,1603854000
CEDEARWMT,2020-10-29,3705,3754,3610,3704,14572,1603940400
CEDEARWMT,2020-10-30,3698,3704,3531.5,3590,7352,1604026800
CEDEARWMT,2020-11-02,3590,3602,3427.5,3590,12476,1604286000
CEDEARWMT,2020-11-03,3600,3740,3596,3704,10912,1604372400
CEDEARWMT,2020-11-04,3677,3728,3600,3630,8440,1604458800
CEDEARWMT,2020-11-05,3650,3699,3595,3699,7086,1604545200
CEDEARWMT,2020-11-06,3700,3705,3600,3677.5,2938,1604631600
CEDEARWMT,2020-11-09,3700,3750,3590,3620,7106,1604890800
CEDEARWMT,2020-11-10,3625,3688,3550,3665,7725,1604977200
CEDEARWMT,2020-11-11,3721,3786,3670,3780,6381,1605063600
CEDEARWMT,2020-11-12,3800,3800,3633.5,3687,6280,1605150000
CEDEARWMT,2020-11-13,3798,3798,3610,3780,5566,1605236400
CEDEARWMT,2020-11-16,3810,3830,3710,3805,8045,1605495600
CEDEARWMT,2020-11-17,3775,3820,3688,3793,6416,1605582000
CEDEARWMT,2020-11-18,3795,3825.5,3692.5,3795,10330,1605668400
CEDEARWMT,2020-11-19,3789,3860,3720,3850,5686,1605754800
CEDEARWMT,2020-11-20,3850,3895,3820,3878,13330,1605841200
CEDEARWMT,2020-11-24,3870,3900,3761,3830.5,5480,1606186800
CEDEARWMT,2020-11-25,3850,3889,3700,3716,6642,1606273200
CEDEARWMT,2020-11-26,3754.5,3876,3715,3873,1215,1606359600
CEDEARWMT,2020-11-27,3875,3915.5,3784,3875,11393,1606446000
CEDEARWMT,2020-11-30,3869,3869,3721.5,3857,6012,1606705200
CEDEARWMT,2020-12-01,3873,4029,3770.5,3820,21469,1606791600
CEDEARWMT,2020-12-02,3850,3850,3680,3700,7173,1606878000
CEDEARWMT,2020-12-03,3708.5,3781.5,3601,3640,8346,1606964400
CEDEARWMT,2020-12-04,3655,3699.5,3562.5,3590.5,5080,1607050800
CEDEARWMT,2020-12-09,3590,3710.5,3518,3525,9409,1607482800
CEDEARWMT,2020-12-10,3537,3544.5,3440.5,3480,3596,1607569200
CEDEARWMT,2020-12-14,3491,3550,3475,3510,9946,1607914800
CEDEARWMT,2020-12-15,3500,3529.5,3460,3481,4963,1608001200
CEDEARWMT,2020-12-16,3485,3549,3438,3461.5,10959,1608087600
CEDEARWMT,2020-12-17,3420,3505,3420,3505,14803,1608174000
CEDEARWMT,2020-12-18,3490,3546.5,3465,3480.5,3253,1608260400
CEDEARWMT,2020-12-21,3470,3480,3200,3431,7444,1608519600
CEDEARWMT,2020-12-22,3460,3461,3362,3376.5,6569,1608606000
CEDEARWMT,2020-12-23,3370,3444.5,3359.5,3444.5,16505,1608692400
CEDEARWMT,2020-12-28,3427,3510,3386.5,3492,33462,1609124400
CEDEARWMT,2020-12-29,3510,3600,3411,3443,3785,1609210800
CEDEARWMT,2020-12-30,3445,3477.5,3414,3443,18412,1609297200
CEDEARWMT,2021-01-04,3443,3589,3380,3582.5,22772,1609729200
CEDEARWMT,2021-01-05,3600,3630,3520,3617.5,9852,1609815600
CEDEARWMT,2021-01-06,3619,3678.5,3615.5,3638.5,14667,1609902000
CEDEARWMT,2021-01-07,3670,3690,3615,3621.5,7317,1609988400
CEDEARWMT,2021-01-08,3621.5,3679.5,3592,3660.5,9413,1610074800
CEDEARWMT,2021-01-11,3650,3718,3592,3700,5426,1610334000
CEDEARWMT,2021-01-12,3720,3800,3700,3748.5,10618,1610420400
CEDEARWMT,2021-01-13,3748,3759,3630,3727,8274,1610506800
CEDEARWMT,2021-01-14,3740,3760,3643,3679,3717,1610593200
CEDEARWMT,2021-01-15,3625,3665,3546,3635,4517,1610679600
CEDEARWMT,2021-01-18,3635,3640,3087,3603,3626,1610938800
CEDEARWMT,2021-01-19,3650,3676.5,3566,3615.5,3712,1611025200
CEDEARWMT,2021-01-20,3625,3640,3576,3617,3824,1611111600
CEDEARWMT,2021-01-21,3625,3700,3620,3680,9132,1611198000
CEDEARWMT,2021-01-22,3680,3734.5,3600.5,3716,9823,1611284400
CEDEARWMT,2021-01-25,3708,3708,3643,3678,3102,1611543600
CEDEARWMT,2021-01-26,3680,3789.5,3640.5,3777,4952,1611630000
CEDEARWMT,2021-01-27,3770,3770,3665,3677.5,2460,1611716400
CEDEARWMT,2021-01-28,3691,3762,3629,3702,6206,1611802800
CEDEARWMT,2021-01-29,3702,3723.5,3604.5,3623.5,5134,1611889200
CEDEARWMT,2021-02-01,3622,3630,3544.5,3586,6430,1612148400
CEDEARWMT,2021-02-02,3580,3665,3561,3654.5,4989,1612234800
CEDEARWMT,2021-02-03,3654,3680.5,3638,3651.5,5360,1612321200
CEDEARWMT,2021-02-04,3700,3719,3626,3691.5,3650,1612407600
CEDEARWMT,2021-02-05,3698,3775,3691.5,3751,2994,1612494000
CEDEARWMT,2021-02-08,3715,3768,3700,3747,3040,1612753200
CEDEARWMT,2021-02-09,3741,3789.5,3710,3769,3572,1612839600
CEDEARWMT,2021-02-10,3769.5,3800,3714,3720.5,4670,1612926000
CEDEARWMT,2021-02-11,3706,3725,3619.5,3648,2998,1613012400
CEDEARWMT,2021-02-12,3648,3675,3600,3629.5,20300,1613098800
CEDEARWMT,2021-02-17,3630,3665,3570.5,3607.5,6848,1613530800
CEDEARWMT,2021-02-18,3452.5,3452.5,3300,3381.5,11342,1613617200
CEDEARWMT,2021-02-19,3416,3416,3304,3310.5,4139,1613703600
CEDEARWMT,2021-02-22,3310,3335,3208,3237.5,9662,1613962800
CEDEARWMT,2021-02-23,3220,3260.5,3100,3252.5,10133,1614049200
CEDEARWMT,2021-02-24,3270,3300,3196,3253,7126,1614135600
CEDEARWMT,2021-02-25,3300,3300,3250,3251.5,6709,1614222000
CEDEARWMT,2021-02-26,3260,3293,3227,3266.5,4824,1614308400
CEDEARWMT,2021-03-01,3300,3307.5,3265,3295,4554,1614567600
CEDEARWMT,2021-03-02,3310,3350,3249.5,3289,5,1614654000
CEDEARWMT,2021-03-03,3280,3290,3200,3257,1,1614740400
CEDEARWMT,2021-03-04,3245,3303,3198.5,3245,1,1614826800
CEDEARWMT,2021-03-05,3191,3335.5,3191,3320,8,1614913200
CEDEARWMT,2021-03-08,3323,3333.5,3261.5,3279.5,14,1615172400
CEDEARWMT,2021-03-09,3278,3349,3236.5,3325,2,1615258800
CEDEARWMT,2021-03-10,3325,3375,3294,3343,2,1615345200
CEDEARWMT,2021-03-11,3395,3395,3302,3325,4,1615431600
CEDEARWMT,2021-03-12,3325,3380,3318,3373.5,6221,1615518000
CEDEARWMT,2021-03-15,3378,3400,3325,3359,12092,1615777200
CEDEARWMT,2021-03-16,3411,3413,3350,3365.5,4405,1615863600
CEDEARWMT,2021-03-17,3422,3422,3324,3347.5,7085,1615950000
CEDEARWMT,2021-03-18,3337.5,3347.5,3286.5,3291,7099,1616036400
CEDEARWMT,2021-03-19,3258,3335,3258,3300.5,6081,1616122800
CEDEARWMT,2021-03-22,3301,3335,3285,3318,38511,1616382000
CEDEARWMT,2021-03-23,3323,3401,3281.5,3349.5,8997,1616468400
CEDEARWMT,2021-03-25,3370,3389.5,3235,3363,1,1616641200
CEDEARWMT,2021-03-26,3364,3366,3264.5,3279.5,11158,1616727600
CEDEARWMT,2021-03-29,3300,3363,3256,3308,2341,1616986800
CEDEARWMT,2021-03-30,3350,3361.5,3300,3319,4060,1617073200
CEDEARWMT,2021-03-31,3352,3392.5,3312.5,3338,2630,1617159600
CEDEARWMT,2021-04-05,3370.5,3519,3358.5,3449,10069,1617591600
CEDEARWMT,2021-04-06,3421,3553,3421,3509.5,9491,1617678000
CEDEARWMT,2021-04-07,3521,3570,3500,3534,13079,1617764400
CEDEARWMT,2021-04-08,3534,3570,3510.5,3536.5,6700,1617850800
CEDEARWMT,2021-04-09,3550,3559.5,3508,3538.5,4814,1617937200
CEDEARWMT,2021-04-12,3550,3550,3503.5,3524,1852,1618196400
CEDEARWMT,2021-04-13,3500,3529.5,3500,3513,4078,1618282800
CEDEARWMT,2021-04-14,3541.5,3541.5,3490,3509,10530,1618369200
CEDEARWMT,2021-04-15,3513.5,3565,3513.5,3562,4562,1618455600
CEDEARWMT,2021-04-16,3560,3581,3537.5,3561.5,3440,1618542000
CEDEARWMT,2021-04-19,3540,3556.5,3498,3543,6735,1618801200
CEDEARWMT,2021-04-20,3579,3640,3521,3593,8783,1618887600
CEDEARWMT,2021-04-21,3577.5,3635,3575,3614,10143,1618974000
CEDEARWMT,2021-04-22,3644.5,3644.5,3550.5,3558,5375,1619060400
CEDEARWMT,2021-04-23,3573,3620,3537,3602.5,15738,1619146800
CEDEARWMT,2021-04-26,3544.5,3576,3505,3560,1,1619406000
CEDEARWMT,2021-04-27,3570,3599,3540.5,3589,7491,1619492400
CEDEARWMT,2021-04-28,3585,3639,3553.5,3625,33191,1619578800
CEDEARWMT,2021-04-29,3639,3691,3635.5,3678.5,10398,1619665200
CEDEARWMT,2021-04-30,3697.5,3697.5,3657.5,3665,17,1619751600
CEDEARWMT,2021-05-03,3688.5,3786,3686.5,3779,11428,1620010800
CEDEARWMT,2021-05-04,3777,3780,3720,3742,8096,1620097200
CEDEARWMT,2021-05-05,3742,3815,3600,3650.5,18202,1620183600
CEDEARWMT,2021-05-06,3683.5,3752,3675,3715,5511,1620270000
CEDEARWMT,2021-05-07,3715,3739,3684,3726,5300,1620356400
CEDEARWMT,2021-05-10,3726,3754.5,3683.5,3724.5,7761,1620615600
CEDEARWMT,2021-05-11,3730,3730,3635,3656.5,3615,1620702000
CEDEARWMT,2021-05-12,3648,3648,3575.5,3577,3912,1620788400
CEDEARWMT,2021-05-13,3575,3687.5,3571,3673.5,16843,1620874800
CEDEARWMT,2021-05-14,3700,3718,3675,3710,4168,1620961200
CEDEARWMT,2021-05-17,3700,3735,3682,3714,1,1621220400
CEDEARWMT,2021-05-18,3800,3852.5,3767.5,3840,5,1621306800
CEDEARWMT,2021-05-19,3811.5,3889,3811.5,3860,1,1621393200
CEDEARWMT,2021-05-20,3888,3920,3835,3903,48,1621479600
CEDEARWMT,2021-05-21,3930,3931,3900,3920,1,1621566000
CEDEARWMT,2021-05-26,3930,3930,3870,3910,11348,1621998000
CEDEARWMT,2021-05-27,3910,3950,3910,3913,7329,1622084400
CEDEARWMT,2021-05-28,3910,3942.5,3882.5,3895,2,1622170800
CEDEARWMT,2021-05-31,3900,4000,3800,3963.5,1504,1622430000
CEDEARWMT,2021-06-01,3964.5,3964.5,3895,3931.5,3520,1622516400
CEDEARWMT,2021-06-02,3930,3966.5,3873,3963.5,6851,1622602800
CEDEARWMT,2021-06-03,3960,3970.5,3915.5,3939.5,4349,1622689200
CEDEARWMT,2021-06-04,3940,3951,3920.5,3938,2252,1622775600
CEDEARWMT,2021-06-07,3938,3938,3880,3913,6004,1623034800
CEDEARWMT,2021-06-08,3913,3915,3870,3871,3102,1623121200
CEDEARWMT,2021-06-09,3880,3902,3830,3843,8490,1623207600
CEDEARWMT,2021-06-10,3852.5,3895.5,3818,3843.5,7633,1623294000
CEDEARWMT,2021-06-11,3850,3879,3850,3866,6336,1623380400
CEDEARWMT,2021-06-14,3859.5,3870,3822.5,3842.5,13739,1623639600
CEDEARWMT,2021-06-15,3821,3857,3821,3846.5,13539,1623726000
CEDEARWMT,2021-06-16,3865,3865,3783,3802.5,11517,1623812400
CEDEARWMT,2021-06-17,3809,3850,3762.5,3841,11284,1623898800
CEDEARWMT,2021-06-18,3783.5,3785,3735,3769.5,3640,1623985200
CEDEARWMT,2021-06-22,3761,3898,3760.5,3855.5,22628,1624330800
CEDEARWMT,2021-06-23,3845.5,3852,3805.5,3840,2312,1624417200
CEDEARWMT,2021-06-24,3868,3889,3841,3861,15163,1624503600
CEDEARWMT,2021-06-25,3884.5,3956,3853.5,3951.5,5548,1624590000
CEDEARWMT,2021-06-28,3952,3968.5,3905,3906.5,9415,1624849200
CEDEARWMT,2021-06-29,3905,3948.5,3883,3897.5,10143,1624935600
CEDEARWMT,2021-06-30,4000,4057.5,3995,4050.5,17540,1625022000
CEDEARWMT,2021-07-01,4045.5,4057.5,3980,4000,13196,1625108400
CEDEARWMT,2021-07-02,4060,4071.5,4010,4049,5327,1625194800
CEDEARWMT,2021-07-05,4100,4146,4050,4091,890,1625454000
CEDEARWMT,2021-07-06,4120,4120,4011.5,4069,35322,1625540400
CEDEARWMT,2021-07-07,4082.5,4092.5,4050,4061.5,9190,1625626800
CEDEARWMT,2021-07-08,4026.5,4070.5,4025.5,4042.5,5393,1625713200
CEDEARWMT,2021-07-12,4040,4074.5,3991,4008.5,3976,1626058800
CEDEARWMT,2021-07-13,3989,4061,3989,4043.5,18012,1626145200
CEDEARWMT,2021-07-14,4000,4086,4000,4079.5,5341,1626231600
CEDEARWMT,2021-07-15,4080,4129,4059.5,4127,9792,1626318000
CEDEARWMT,2021-07-16,4140,4155.5,4100,4143.5,6255,1626404400
CEDEARWMT,2021-07-19,4200,4205.5,4090,4194.5,13223,1626663600
CEDEARWMT,2021-07-20,4220,4276,4210.5,4226.5,9805,1626750000
CEDEARWMT,2021-07-21,4210.5,4241.5,4190,4210.5,5493,1626836400
CEDEARWMT,2021-07-22,4227,4260,4198,4229,4296,1626922800
CEDEARWMT,2021-07-23,4225,4286,4210.5,4281,4553,1627009200
CEDEARWMT,2021-07-26,4296,4302.5,4226.5,4286,4570,1627268400
CEDEARWMT,2021-07-27,4311,4315,4274,4288,11154,1627354800
CEDEARWMT,2021-07-28,4320,4321,4269,4295,6679,1627441200
CEDEARWMT,2021-07-29,4280,4299,4268,4292.5,2371,1627527600
CEDEARWMT,2021-07-30,4292.5,4333,4292.5,4314,5540,1627614000
CEDEARWMT,2021-08-02,4321,4321,4253,4302,9014,1627873200
CEDEARWMT,2021-08-03,4299,4349.5,4280,4320.5,7691,1627959600
CEDEARWMT,2021-08-04,4330,4340,4230,4300,15000,1628046000
CEDEARWMT,2021-08-05,4337.5,4337.5,4296,4321.5,3287,1628132400
CEDEARWMT,2021-08-06,4320,4361.5,4292,4311,15243,1628218800
CEDEARWMT,2021-08-09,4327,4338,4285,4307.5,21599,1628478000
CEDEARWMT,2021-08-10,4350,4403.5,4313.5,4388,13040,1628564400
CEDEARWMT,2021-08-11,4400,4490,4400,4417.5,16488,1628650800
CEDEARWMT,2021-08-12,4400,4441,4319.5,4326,19072,1628737200
CEDEARWMT,2021-08-13,4385,4453,4370,4436.5,4321,1628823600
CEDEARWMT,2021-08-17,4452,4552,4421,4442.5,18734,1629169200
CEDEARWMT,2021-08-18,4469,4499.5,4390,4397.5,19940,1629255600
CEDEARWMT,2021-08-19,4417,4513,4378,4491.5,12000,1629342000
CEDEARWMT,2021-08-20,4489,4545.5,4489,4515,7745,1629428400
CEDEARWMT,2021-08-23,4543.5,4543.5,4424,4451,24444,1629687600
CEDEARWMT,2021-08-24,4419.5,4419.5,4345,4368.5,18744,1629774000
CEDEARWMT,2021-08-25,4347,4401.5,4319.5,4374.5,16655,1629860400
CEDEARWMT,2021-08-26,4372,4378.5,4300,4360.5,6920,1629946800
CEDEARWMT,2021-08-27,4350,4370,4301,4344,3835,1630033200
CEDEARWMT,2021-08-30,4391,4395.5,4305,4331,4046,1630292400
CEDEARWMT,2021-08-31,4330,4390,4312.5,4379.5,22745,1630378800
CEDEARWMT,2021-09-01,4400,4400,4300,4370,8181,1630465200
CEDEARWMT,2021-09-02,4371,4414.5,4348.5,4406.5,8785,1630551600
CEDEARWMT,2021-09-03,4414,4434.5,4407.5,4428.5,1814,1630638000
CEDEARWMT,2021-09-06,4430,4488,4250,4485,2176,1630897200
CEDEARWMT,2021-09-07,4412.5,4423,4343.5,4364,19102,1630983600
CEDEARWMT,2021-09-08,4374,4415,4320,4390,18089,1631070000
CEDEARWMT,2021-09-09,4347,4427.5,4346.5,4427,8496,1631156400
CEDEARWMT,2021-09-10,4438.5,4494,4390,4471,18825,1631242800
CEDEARWMT,2021-09-13,4470,4470,4303,4330.5,3382,1631502000
CEDEARWMT,2021-09-14,4330,4330,4262,4300.5,19762,1631588400
CEDEARWMT,2021-09-15,4280.5,4354,4280,4338.5,15224,1631674800
CEDEARWMT,2021-09-16,4320,4400,4309,4371.5,8802,1631761200
CEDEARWMT,2021-09-17,4383.5,4432,4359.5,4397.5,10772,1631847600
CEDEARWMT,2021-09-20,4397,4471.5,4350,4388,7318,1632106800
CEDEARWMT,2021-09-21,4380,4454,4380,4449.5,6144,1632193200
CEDEARWMT,2021-09-22,4431,4500,4392.5,4487,7260,1632279600
CEDEARWMT,2021-09-23,4490,4542.5,4470,4530.5,7137,1632366000
CEDEARWMT,2021-09-24,4575,4584.5,4540,4583.5,13627,1632452400
CEDEARWMT,2021-09-27,4550,4620,4518.5,4599,9895,1632711600
CEDEARWMT,2021-09-28,4605,4605,4535,4557.5,8740,1632798000
CEDEARWMT,2021-09-29,4560,4620,4536.5,4554.5,3590,1632884400
CEDEARWMT,2021-09-30,4550,4587,4462,4463.5,9434,1632970800
CEDEARWMT,2021-10-01,4500,4500,4312,4419.5,7317,1633057200
CEDEARWMT,2021-10-04,4420,4420,4305,4360.5,7088,1633316400
CEDEARWMT,2021-10-05,4360.5,4406.5,4330.5,4355,9650,1633402800
CEDEARWMT,2021-10-06,4399,4404,4362,4387,6890,1633489200
CEDEARWMT,2021-10-07,4406.5,4510,4406.5,4448,4300,1633575600
CEDEARWMT,2021-10-12,4480,4510,4430,4450,3430,1634007600
CEDEARWMT,2021-10-13,4472.5,4472.5,4380,4439,19340,1634094000
CEDEARWMT,2021-10-14,4438,4524,4438,4520.5,12897,1634180400
